#####	Dette er EdgeIDs som er manuelt hentet ut #####
#Starter på Hamar og jobber meg sørover
(1854914, 1098392),
(1098392, 1854834),
(1854834, 989213),
(973790, 1854854),
(1854854, 1854813),
(1854813, 979185),
(979185, 1854857),
(1854857, 1854817),
(1854817, 1084015),
(1084015, 1854858),
(1854858, 1854909),
(1854909, 1854902),
(1854902, 1854916),
(1854916, 1100062),
(1100062, 1854815),
(1854815, 1854823),
(1854823, 967923),
(967923, 1096451),
(1096451, 1854863),
(1854863, 1854831),
(1854831, 1854886),
(1854886, 969943),
(1096451, 1854894),
(1854894, 1854856),
(1854856, 1854908),
(1854908, 1854816),
(1854816, 1854901),
(1854901, 1854879),
(1854879, 1854915),
(1854915, 1096879),
(1096879, 1096416)
