u,v,diff_hour_00_jul,diff_hour_01_jul,diff_hour_02_jul,diff_hour_03_jul,diff_hour_04_jul,diff_hour_05_jul,diff_hour_06_jul,diff_hour_07_jul,diff_hour_08_jul,diff_hour_09_jul,diff_hour_10_jul,diff_hour_11_jul,diff_hour_12_jul,diff_hour_13_jul,diff_hour_14_jul,diff_hour_15_jul,diff_hour_16_jul,diff_hour_17_jul,diff_hour_18_jul,diff_hour_19_jul,diff_hour_20_jul,diff_hour_21_jul,diff_hour_22_jul,diff_hour_23_jul
1492778,892553,61.42196638485371,61.70238413020929,61.83520973100247,61.873454086116475,61.8001897681285,61.237531300365504,59.11924157006458,57.39186984584954,57.65641735399555,57.77665119509424,56.95522046507619,56.04226582383008,55.58634009719228,55.2840039150115,54.66206242560149,53.751500173205045,54.482376230452516,55.649859209005065,56.528434064955505,57.441717514345854,58.34771461569735,59.2547476775279,60.102775473399774,60.896066949019676
1613461,1405705,65.9624889689759,66.22830162342756,66.35420922417943,66.3904616857979,66.32101321770514,65.78765987847146,63.77969773829038,62.142293291378216,62.39306228347495,62.50703394534975,61.72838606585347,60.86298114550559,60.43080155046351,60.144212044437985,59.554663340934745,58.691526205850614,59.384335801783116,60.49101237520272,61.323828124072406,62.189544727140344,63.048354479463114,63.90814623598999,64.71200591749354,65.46398012875824
1613461,735703,123.06235609148023,123.22009107324274,123.29480547368891,123.31631792344052,123.2751067445723,122.9586113564556,121.76707338316133,120.79542678829038,120.94423476162251,121.01186629724052,120.54981151160537,120.03627452590443,119.77981630467066,119.60975220219399,119.25991011440085,118.74771884742785,119.15883662962955,119.81554580506537,120.30974416153748,120.82346610181956,121.33308947132977,121.84329556860946,122.32031120378738,122.76653765882358
1405705,1499351,73.88928256256455,73.96522903526501,74.00120263547983,74.01156048165653,73.99171806220146,73.83933139384898,73.26562792522581,72.79779808325091,72.86944636670712,72.90200969867135,72.67953887595813,72.4322803272873,72.30880044298956,72.22691772698228,72.05847524026706,71.81186463024302,72.00981022908088,72.3260035357722,72.5639508925921,72.81129849346867,73.05667270841802,73.30232749599713,73.53200169071243,73.74685146535948
1499351,1499032,51.08210818820999,51.91751938791517,52.3132289902782,52.42716529822198,52.208898684216145,50.53264533233887,44.22190717748405,39.0757789157601,39.86391003377839,40.222106685384915,37.77492763553946,35.05508360016043,33.69680487288531,32.79609499680509,30.943227642937753,28.230510932673347,30.407912519889774,33.886038893494245,36.50345981851326,39.22428342815535,41.923399792598346,44.62560245596853,47.15201859783682,49.51536611895445
1499351,1543821,60.16248896897591,60.42830162342755,60.554209224179424,60.5904616857979,60.52101321770513,59.98765987847146,57.979697738290376,56.34229329137821,56.59306228347494,56.70703394534974,55.928386065853466,55.06298114550559,54.6308015504635,54.34421204443798,53.75466334093474,52.89152620585061,53.58433580178311,54.69101237520272,55.523828124072395,56.38954472714034,57.24835447946311,58.108146235989985,58.91200591749353,59.66398012875823
1499351,1512898,60.42745798106712,60.7779801627616,60.94401216375308,60.99181760764558,60.90023721016061,60.196914125456864,57.54905196258071,55.38983730731192,55.72052169249442,55.87081399386779,54.84402558134522,53.702832279787586,53.13292512149033,52.755004893764365,51.977578032001844,50.83937521650629,51.75297028806563,53.21232401125632,54.31054258119437,55.452146892932305,56.58464326962167,57.718434596909866,58.778469341749705,59.77008368627458
1499032,1512898,0.7984500993545764,1.7360969353873092,2.180232538039516,2.3081121004519414,2.063134537179659,0.181745285597132,-6.901286000096576,-12.677185202940594,-11.792604472577398,-11.390572566403641,-14.137231569901507,-17.18992365156819,-18.714425300013346,-19.725361909180304,-21.804978764395038,-24.84967129584565,-22.405804479424415,-18.50203326988932,-15.564298595305049,-12.510507061406052,-9.481079253761997,-6.448187453266087,-3.612594510819511,-0.9600261392154663
1499032,1543821,20.247741587779718,21.708250678173382,22.400050682304546,22.59924003185661,22.21765504233592,19.287142189403635,8.254383177419669,-0.7423445528669639,0.6355070520601309,1.2617249744491623,-3.016560077728201,-7.77153216755169,-10.146145327123584,-11.720812942648443,-14.960091533325595,-19.702603264557084,-15.895957133059824,-9.81531661976529,-5.239405911690106,-0.4827212794486755,4.236013623423684,8.960144153791147,13.376955590623819,17.508682026144136
1512898,1514307,87.06510188958693,87.2578890895189,87.34920669006421,87.37549968420508,87.32513046558834,86.93830276900128,85.4819785794194,84.29441051902157,84.47628693087195,84.5589476966273,83.99421406973988,83.36655775388319,83.0531088168197,82.84525269157041,82.41766791760102,81.79165636907847,82.29413365843611,83.09677820619099,83.70079841965692,84.32868079111279,84.95155379829194,85.57513902830044,86.15815813796235,86.70354602745104
735703,1363127,143.55699737276248,143.75270559087522,143.84540679142881,143.87209816426878,143.82096577567302,143.42827705338007,141.94988734577424,140.74432582991582,140.92895794497605,141.01287114657617,140.4395809495844,139.80241468954807,139.48421652616543,139.2732110656851,138.83914773453435,138.20365116254933,138.71374174416997,139.52854757295145,140.14171960783352,140.77911534855386,141.41142582553877,142.044459316608,142.63631204914358,143.1899633915033
735703,492484,85.65425157465576,85.81490757459906,85.8910055750535,85.91291640350423,85.87094205465695,85.54858564083439,84.33498214951615,83.34534209918463,83.4969057757266,83.5657897471894,83.09517839144989,82.57213146156931,82.3109240140164,82.13771057630866,81.78138993133418,81.25971364089871,81.67844471536341,82.34731517182581,82.85066534971408,83.37390065926064,83.8929614985766,84.41261585691701,84.89846511496862,85.35295502287585
1363127,1451397,140.8010630199656,141.66568440147867,142.0752300039243,142.19315009885912,141.96725178506287,140.23238817612696,133.70099484103247,128.3749320247028,129.1906201748196,129.56134118487392,127.02859643398492,124.21365295680941,122.80788196634285,121.87567873795214,119.95802581227126,117.15045886738223,119.4039933772286,123.00373256109896,125.71267170027947,128.5286290025664,131.32212006506683,134.11880533904437,136.73355770964932,139.17953975947734
1363127,487219,51.69229411566265,52.01944815191083,52.17441135283621,52.21902976713587,52.13355472948324,51.477119850426405,49.005781831742,46.99051482015779,47.299153579661464,47.43942639427661,46.48109054258887,45.41597679446841,44.88406344672431,44.531337900846744,43.80573949653506,42.7434168687392,43.59610560219459,44.95816907717257,45.98317307578141,47.04867043340349,48.1056670516469,49.16387229044921,50.15323805229973,51.07874477385628
487219,1451397,59.13334820976766,59.87820784586843,60.231025847975324,60.33261241624688,60.138004071591325,58.64344251659586,53.01673542048404,48.42840427803786,49.131108596550675,49.45047973696908,47.26855436035862,44.84351859454864,43.63246588316698,42.829385399249304,41.17735331800395,38.7586723350759,40.70006186213949,43.801188523919706,46.13490298503805,48.56081214748119,50.96736694794609,53.37667351843349,55.629247351218154,57.736427833333515
487219,46132,6.300265754991398,6.51642110036966,6.618807500981073,6.648287524714778,6.5918129462657165,6.158097044031738,4.5252487102581105,3.1937330061756892,3.3976550437048987,3.4903352962184755,2.857149108496226,2.15341323920235,1.8019704915857089,1.5689196844880309,1.089506453067811,0.38761471684555193,0.9509983443071457,1.850933140274737,2.528167925069864,3.232157250641596,3.930530016266705,4.629701334761089,5.283389427412325,5.894884939869332
46132,347040,28.05739600524958,28.577337241429724,28.823618042900417,28.89452945134095,28.758685195071585,27.71542261942769,23.7877604111614,20.584925339179357,21.075440510533404,21.2983740909039,19.77530461232876,18.082534548351596,17.237172263544004,16.676590592417156,15.523407414136086,13.835073237817678,15.1902392606307,17.354947283363558,18.98397149543832,20.677351224516272,22.35722084993883,24.039011318749647,25.611396190262077,27.082290801307312
46132,33684,3.500265754991398,3.7164211003696606,3.8188075009810727,3.8482875247147783,3.791812946265716,3.358097044031738,1.7252487102581107,0.3937330061756894,0.5976550437048989,0.6903352962184757,0.05714910849622612,-0.6465867607976499,-0.998029508414291,-1.231080315511969,-1.710493546932189,-2.412385283154448,-1.8490016556928541,-0.9490668597252627,-0.2718320749301357,0.43215725064159605,1.1305300162667051,1.8297013347610895,2.483389427412325,3.094884939869332
347040,15122,21.662488968975907,21.928301623427554,22.054209224179424,22.0904616857979,22.021013217705136,21.487659878471458,19.479697738290376,17.842293291378212,18.093062283474943,18.207033945349746,17.428386065853466,16.56298114550559,16.130801550463506,15.844212044437981,15.254663340934739,14.391526205850608,15.084335801783109,16.191012375202714,17.0238281240724,17.88954472714034,18.74835447946311,19.608146235989985,20.412005917493534,21.16398012875823
347040,190652,21.85699737276248,22.05270559087523,22.145406791428808,22.172098164268785,22.12096577567301,21.728277053380086,20.249887345774233,19.044325829915824,19.228957944976056,19.312871146576185,18.73958094958442,18.10241468954807,17.784216526165437,17.573211065685108,17.13914773453437,16.50365116254935,17.01374174416998,17.82854757295145,18.441719607833523,19.079115348553877,19.71142582553877,20.34445931660801,20.936312049143588,21.489963391503313
1337200,1263345,15.549158610929435,15.963943192601235,16.160414393774484,16.216984169047272,16.108614032023397,15.276348381790628,12.14304482238718,9.587974146985776,9.979284002785072,10.157129892743557,8.942096937925186,7.591684864415315,6.9172947270968965,6.470089124287837,5.550134004535524,4.203260672865783,5.284348174211004,7.011250079986652,8.310808721080004,9.66170715663657,11.00182786905232,12.343480939676681,13.597855387737159,14.77126569542493
1263345,597464,78.4247121829604,78.74018214648544,78.88961094737776,78.93263584688101,78.85021348914454,78.21722271291117,75.83414676632263,73.89085357658072,74.18846952324498,74.323732594481,73.3996230232107,72.37254905180882,71.85963260934129,71.51950440438792,70.81982022880166,69.79543769485565,70.61767325925906,71.93109161013068,72.91948832307492,73.94693220363907,74.9661789426595,75.98659113721887,76.94062240757472,77.83307531764711
1263345,1617560,25.051904409036148,25.501741208877398,25.714815610149795,25.77616592981183,25.65863775303946,24.756039794336317,21.357950018645255,18.58695787771697,19.011336172034515,19.20421129213034,17.88649949605971,16.421968092394074,15.690587239245932,15.205589613664277,14.207891807735711,12.747198194516415,13.91964520301757,15.792482481112286,17.201862979199444,18.666921845929803,20.12029219601449,21.57532439936767,22.93570232191213,24.20827406405239
1263345,1551524,16.32719222607573,16.461559062391945,16.525204662772012,16.543530082930804,16.5084242638949,16.23881708142513,15.223803252322604,14.396104301136234,14.522866648789527,14.580478697649319,14.186876472849,13.74941904058524,13.530954629904626,13.386085209276338,13.088071578934041,12.651760499660744,13.001971943758491,13.561390870981588,13.982374656124506,14.419989642290718,14.854113253354974,15.288733262148781,15.695079914337386,16.075198746405256
1263345,1063277,14.819752096729783,15.497428314672444,15.818423516589304,15.910847374781461,15.733791939643861,14.37403397588328,9.254833794322721,5.080352127469723,5.719675272155893,6.010240388144405,4.025116123934108,1.8188090742560092,0.7169885682146493,-0.013657205388881266,-1.5166824714630849,-3.7172079147544927,-1.9509241097397663,0.8704930884288995,2.993715656975784,5.200817326335809,7.390310321268583,9.582306887359085,11.631707394049446,13.548828460130874
597464,1617560,12.305624473709122,12.483806582737149,12.568206183241152,12.592507283886503,12.54595391516498,12.18843134710724,10.842434747645196,9.744833964550228,9.912931860351332,9.989330446882795,9.467379670517156,8.88727307555869,8.59757027009092,8.405460820996886,8.010268832934273,7.431682401724033,7.896093229766698,8.637931372388632,9.196192478773803,9.776508003907258,10.352193662057687,10.928537586762516,11.467388582056103,11.971459207189582
597464,1063277,0.7678476876936353,0.995687105795047,1.1036079064395086,1.1346814449696305,1.075154186604403,0.6179941815469665,-1.1031162243225325,-2.5066057502472474,-2.2916608998786203,-2.1939709039859316,-2.8613833721256,-3.6031590181380646,-3.97359867103128,-4.219246819053158,-4.724574279198794,-5.4644061092709055,-4.870569312757334,-3.9219893926833858,-3.2081473222236574,-2.466104519593994,-1.7299818747459064,-0.9930175120085818,-0.303994927862685,0.3405543960784847
597464,1551524,1.019087709251293,1.1563755637482975,1.2214047641366268,1.240128562994521,1.2042595739795763,0.9287913658039413,-0.10828798132255169,-0.9539803879694952,-0.8244623371063482,-0.7655978524017795,-1.1677566473064513,-1.6147240237498592,-1.8379376607496174,-1.9859564166089538,-2.2904486041326066,-2.736244706868366,-2.378419970507624,-1.8068397622579377,-1.3767041556988704,-0.929575800268176,-0.4860147193981743,-0.0419464495436328,0.3732338255186385,0.7616161104575485
597464,294323,4.627457981067131,4.977980162761611,5.144012163753089,5.191817607645585,5.1002372101606195,4.396914125456871,1.7490519625807188,-0.4101626926880728,-0.07947830750557028,0.07081399386779719,-0.9559744186547698,-2.097167720212407,-2.667074878509661,-3.0449951062356266,-3.822421967998144,-4.960624783493701,-4.047029711934361,-2.587675988743671,-1.4894574188056264,-0.34785310706768335,0.7846432696216823,1.918434596909874,2.9784693417497152,3.9700836862745916
1543821,932993,18.524712182960418,18.84018214648545,18.98961094737778,19.032635846881025,18.950213489144556,18.31722271291118,15.934146766322646,13.990853576580733,14.288469523244986,14.423732594481017,13.499623023210706,12.472549051808834,11.959632609341304,11.619504404387936,10.919820228801669,9.895437694855667,10.717673259259074,12.031091610130694,13.019488323074935,14.046932203639084,15.066178942659512,16.086591137218885,17.04062240757474,17.93307531764713
1543821,452203,26.93596113037867,27.607795311959755,27.92602331386009,28.01765041465404,27.842121319474522,26.49408540712567,21.419016261613045,17.280521505681193,17.91433324394766,18.202393488246614,16.234382364245025,14.04709520292622,12.954773149523149,12.230426046381716,10.740357894670222,8.558802498303741,10.309859718792477,13.106954354907966,15.21187328062255,17.39994821145361,19.570566266774893,21.743666310743926,23.775399571686954,25.675993732026303
1543821,344649,10.822232139845104,11.318805230578949,11.554017231983545,11.621741610831247,11.492002714394213,10.495628344397236,6.744490280322687,3.685602852025232,4.154072397700444,4.366986491312715,2.912369573572411,1.2956790630324253,0.4883105887779813,-0.04707640050047068,-1.1484311213307041,-2.760885109949408,-1.4666254252403412,0.6007923492798017,2.1566019900253632,3.7738747649874504,5.378244631964052,6.984449012288989,8.486164900812097,9.890951888889006
452203,868805,8.617936441092965,10.017104149690097,10.679848553647751,10.870671950518629,10.505113530557809,7.69768221744868,-2.871700916031962,-11.490566081646556,-10.170584244126399,-9.570667474477709,-13.66926455446362,-18.224527816514524,-20.499407223384402,-22.007938799057207,-25.111167688925924,-29.654493927445685,-26.007726933471318,-20.182473321735152,-15.798750863399125,-11.241846985711835,-6.721298948760115,-2.195581900668085,2.035723455817614,5.99391738104608
452203,1525053,72.2657662770654,72.99894184044302,73.34622544251687,73.446218495992,73.25466283125262,71.7835453790806,66.24510035506465,61.72874303446076,62.420424540134164,62.734785937173456,60.587086840980426,58.20009085188903,57.00803504578394,56.21755190279046,54.59143405027053,52.210693161192324,54.12162951920395,57.174111056877805,59.47121823233155,61.85907391771674,64.22787883895867,66.59939236520313,68.81663170649314,70.89075837712434
452203,932993,7.77152362827024,8.790958973365019,9.27383537624857,9.41286954223591,9.14652321955047,7.101025248203735,-0.5998405421610755,-6.879556497901143,-5.917816077662033,-5.48071596783449,-8.466958934254288,-11.785929452951082,-13.443409438332266,-14.542527433968614,-16.803543890261274,-20.113817078660844,-17.456778078875764,-13.212491000596176,-10.018505326359696,-6.698339453055178,-3.4046624908502725,-0.10721938065378289,2.9757150022554217,5.859660054248605
1525053,1260431,76.02170062986228,76.0859630298396,76.11640223002138,76.12516656140167,76.10837682186275,75.97943425633373,75.49399285980644,75.09813683967383,75.15876231029063,75.18631589887573,74.99807135657993,74.7888525846277,74.68436960560653,74.61508423052344,74.47255597253364,74.26388545635946,74.43137788614534,74.6989260687303,74.90026613988562,75.10956026370424,75.31718459943062,75.52504634276679,75.71938604598742,75.90118200915032
1525053,948003,119.48170955572287,119.99288773736066,120.23501773880656,120.30473401114979,120.17117926481755,119.14549976629125,115.28403411209686,112.13517940649653,112.61742746822102,112.83660374105719,111.3392039727951,109.67496374135689,108.84384913550672,108.29271547007302,107.15896796333601,105.499088857405,106.83141500342904,108.95963918308212,110.56120793090844,112.22604755219294,113.87760476819827,115.53105045382688,117.0769344567183,118.52303870915043
1260431,948003,52.98680251944923,53.24385211935851,53.36560892008559,53.40066624560676,53.33350728745112,52.817737025335035,50.87597143922586,49.29254735869541,49.535049241162575,49.645263595503046,48.89228542631983,48.055410338510896,47.63747842242624,47.36033692209387,46.79022389013469,45.95554182543795,46.625511544581464,47.695704274921304,48.501064559542534,49.338241054817026,50.168738397722564,51.00018537106724,51.777544183949786,52.504728036601364
948003,952209,18.21164757990535,18.892244816028796,19.21462361795392,19.30744585484518,19.12962724972854,17.764008260262095,12.622742560677565,8.430267438363995,9.07234628626002,9.364163838093308,7.3704830037786575,5.154666009920911,4.048096277560408,3.3143011687258266,1.80479734547027,-0.40521312128360165,1.36868397599412,4.2022624551893735,6.33463684515241,8.551251883776917,10.750182348515436,12.951627175666673,15.0098613052307,16.935245824183166
952209,960522,69.14654569031842,69.63435572650991,69.86541692788971,69.9319461706401,69.8044967841402,68.82570549126082,65.14076398125817,62.13585691934243,62.59605935538808,62.80521614146602,61.37626893403878,59.78810825603773,58.99498746074072,58.46904847715542,57.38712942786925,55.80313050963793,57.074550317558014,59.105484248998394,60.633838425495505,62.22257109266414,63.79862855022351,65.37648814736625,66.85170316726835,68.23169979673214
952209,951596,0.9819753107142977,1.7093088377303427,2.053825239787662,2.15302153586459,1.962992211083287,0.5035968103230091,-4.990717177645007,-9.47108758732775,-8.784917488074058,-8.47306096272432,-10.603646918708646,-12.971623019440743,-14.154180372907547,-14.938364845438926,-16.55152558359615,-18.91329642574943,-17.017586652263795,-13.989427676643118,-11.710624144021676,-9.341795197165442,-6.991865215535007,-4.639248211412011,-2.4396761158693403,-0.3820763509802214
952209,787061,24.45203728653185,25.00995175906223,25.274219360640334,25.350309692169223,25.20454422617232,24.085088316352188,19.87057437377431,16.43382438080482,16.96016369388697,17.199378940239576,15.565074050307825,13.748674711995253,12.841572485038789,12.240049455908293,11.00264503426962,9.191005552939192,10.645144375171144,12.967949051249658,14.715946941734378,16.533000471250602,18.335557204147847,20.140175066748217,21.827397035618297,23.40571653398706
960522,1108728,36.00863602680723,36.43802569938297,36.64141490059753,36.69997656936584,36.58779058244676,35.726219803684664,32.482588654161376,29.837550701457108,30.24263907330567,30.426747142488047,29.168931337147903,27.7709695427398,27.07283327382566,26.609880994861353,25.657533089202268,24.26323464022021,25.382388602880404,27.170096913789,28.515414661963103,29.913879943842083,31.30118800528656,32.690082381214594,33.988624943643394,35.20335251568637
1108728,778833,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9
1108728,504123,7.85699737276248,8.052705590875231,8.145406791428806,8.172098164268784,8.120965775673012,7.7282770533800855,6.249887345774233,5.044325829915825,5.228957944976056,5.312871146576185,4.739580949584418,4.1024146895480715,3.7842165261654372,3.573211065685107,3.139147734534368,2.5036511625493487,3.013741744169981,3.8285475729514493,4.441719607833524,5.079115348553875,5.711425825538772,6.344459316608011,6.93631204914359,7.489963391503313
778833,954272,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
778833,279457,5.894641281282272,5.932614517632508,5.950601317739918,5.955780240828272,5.945859031100734,5.8696656969244945,5.582813962612911,5.348899041625459,5.384723183353564,5.401004849335678,5.289769437979067,5.1661401636436555,5.104400221494787,5.063458863491141,4.979237620133534,4.855932315121516,4.954905114540445,5.113001767886102,5.231975446296057,5.355649246734334,5.4783363542090155,5.601163747998569,5.716000845356219,5.823425732679747
954272,1164668,36.64601418033563,36.70151352577059,36.72780192592757,36.73537112121055,36.72087089160876,36.60951140319734,36.19026656074195,35.84839090699105,35.900749267978284,35.92454554902906,35.761970717046324,35.58128177763303,35.4910464775693,35.43120910817936,35.30811652173362,35.12790107594683,35.272553628943726,35.503617968448914,35.677502575355774,35.85825659138095,36.0375685176901,36.21708547784406,36.3849243124437,36.541929916993475
1164668,1166434,36.71895483175559,36.748165013563465,36.762001013646085,36.76598480063713,36.75835310084672,36.69974284378807,36.47908766354839,36.299153108942654,36.3267101410412,36.33923449948898,36.25366879844543,36.15856935664896,36.111077093457524,36.079583741147026,36.01479816933349,35.91994793470886,35.996080857338804,36.11769366760469,36.209211881766194,36.30434557441102,36.39872027246847,36.49320288307582,36.581539111812475,36.66417364052288
1164668,1280620,67.38418959883822,67.71426465326718,67.87061145420083,67.91562824719959,67.82939003956791,67.16709413480521,64.67369059809684,62.640430131052064,62.951824593765586,63.09334984422551,62.126457422433425,61.05183373013331,60.51517115607007,60.15929627496145,59.42721931346841,58.355411662210095,59.21571368792848,60.58993844393304,61.624094263958035,62.699104990844596,63.76553907889375,64.8331925787568,65.83139196348098,66.76516213790858
1164668,922696,39.446014180335624,39.501513525770584,39.52780192592757,39.535371121210545,39.52087089160876,39.409511403197335,38.990266560741944,38.64839090699105,38.70074926797828,38.72454554902906,38.56197071704632,38.38128177763303,38.291046477569296,38.23120910817936,38.10811652173362,37.92790107594683,38.07255362894372,38.30361796844891,38.47750257535577,38.65825659138095,38.837568517690094,39.017085477844056,39.1849243124437,39.34192991699347
1166434,1280620,30.908370271815837,31.121604599013313,31.222607399616464,31.251689044651066,31.195977636181045,30.76812275965293,29.15733994390327,27.843817695281423,28.044984029600776,28.136411846269578,27.511782228651683,26.81755630353745,26.470862782239955,26.24096131037333,25.76802663613446,25.075619923374667,25.631390258573266,26.519163773514265,27.187246736893243,27.881722693200494,28.570657989019857,29.260381046453507,29.905235516231077,30.508467575817043
1166434,922696,3.402745798106713,3.437798016276161,3.454401216375309,3.4591817607645585,3.450023721016062,3.379691412545687,3.114905196258072,2.8989837307311928,2.932052169249443,2.9470813993867795,2.844402558134523,2.7302832279787594,2.673292512149034,2.6355004893764375,2.5577578032001855,2.44393752165063,2.535297028806564,2.6812324011256328,2.7910542581194373,2.905214689293232,3.0184643269621683,3.1318434596909874,3.2378469341749714,3.337008368627459
1280620,1062700,21.040788339113597,21.242338593587924,21.337806994158026,21.36529512439621,21.312636395842354,20.9082256221377,19.38570487848391,18.144156451704355,18.334299973184294,18.420718046473983,17.830314709273505,17.174128560877865,16.846431944856942,16.62912781391451,16.182107368401063,15.52764074949112,16.05295791563774,16.892086306472386,17.523561984186763,18.179984463436078,18.831169880032466,19.483099893223176,20.092619871506084,20.66279811960789
1280620,922696,2.346147057831328,2.5097240759554182,2.5872056764181086,2.6095148835679396,2.5667773647416228,2.238559925213207,1.0028909158710022,-0.0047425899211006595,0.14957678983073386,0.21971319713830528,-0.2594547287055593,-0.7920116027657897,-1.0579682766378422,-1.2343310495766255,-1.5971302517324677,-2.128291565630394,-1.701947198902701,-1.020915461413713,-0.5084134621092926,0.024335216701747875,0.552833525823452,1.0819361452246077,1.5766190261498672,2.039372386928143
1062700,1058640,66.84366701471599,67.1883471600489,67.35161196102385,67.39862064751814,67.30856658999126,66.61696555669924,64.01323442987102,61.890006685523375,62.215179664286175,62.362967093969985,61.35329182165613,60.23111840845778,59.67070970279882,59.29908814553495,58.53461839813514,57.41538562956451,58.31375411659786,59.74878527773537,60.82870020484112,61.9512777780501,63.06489921512797,64.1797940202947,65.2221615193872,66.19724895817
1062700,286285,1.0109831924268524,1.1511920651046443,1.217604865501236,1.236727043058234,1.200094884064248,0.9187656501827486,-0.14037921496771233,-1.004065077075229,-0.8717913230022281,-0.8116744024528812,-1.222389767461908,-1.6788670880849628,-1.9068299514038647,-2.057998042494251,-2.368968787199258,-2.8242499133974808,-2.458811884773744,-1.8750703954974681,-1.4357829675222509,-0.9791412428270734,-0.526142692151327,-0.07262616123605037,0.3513877366998861,0.7480334745098367
